file,title,doi,year,year_bucket,phases,challenges,datasets,has_metrics,has_novelty,has_coding_task
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,From Guidelines to Code: Formalizing STOPP/START Criteria Using LLMs and RAG for...,10.3233/SHTI251492,2025,2023_plus,LLM_RAG_XAI,MAPPING_INTEROP,,True,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,How cancer registries can detect neoplasms in pathology laboratories that code w...,10.1016/j.ijmedinf.2020.104167,2020,2020_2022,,HIERARCHY|MAPPING_INTEROP|KNOWLEDGE_AUG,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Automated medical problem list generation: towards a patient timeline.,,2004,pre2012,,HIERARCHY|MAPPING_INTEROP,,True,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,"Temporal condition pattern mining in large, sparse electronic health record data...",10.1093/jamia/ocaa005,2020,2020_2022,,MAPPING_INTEROP,,False,True,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,A hierarchical method to automatically encode Chinese diagnoses through semantic...,10.1186/s12911-016-0269-4,2016,2012_2016,,HIERARCHY|MAPPING_INTEROP,,True,True,True
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Machine learning application for incident prostate adenocarcinomas automatic reg...,10.1016/j.ijmedinf.2020.104139,2020,2020_2022,CLASSICAL_ML,MAPPING_INTEROP,,True,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,A numerical similarity approach for using retired Current Procedural Terminology...,10.1186/s12911-015-0223-x,2015,2012_2016,,HIERARCHY|MAPPING_INTEROP|KNOWLEDGE_AUG,,True,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Automated extraction of clinical traits of multiple sclerosis in electronic medi...,10.1136/amiajnl-2013-001999,2013,2012_2016,,MAPPING_INTEROP,,True,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Using a snowflake data model and autocompletion to support diagnostic coding in ...,,2015,2012_2016,,MAPPING_INTEROP|KNOWLEDGE_AUG,,False,True,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Improvement of the quality of medical databases: data-mining-based prediction of...,,2015,2012_2016,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Automation of a problem list using natural language processing.,10.1186/1472-6947-5-30,2005,pre2012,,MAPPING_INTEROP,,True,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Supervised ICD Code Assignment to Short Clinical Problem List Entries.,,2019,2017_2019,CLASSICAL_ML,MAPPING_INTEROP,,False,False,True
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Towards a decision support system for optimising clinical pathways of elderly pa...,,2007,pre2012,,MAPPING_INTEROP,,False,False,True
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,The ngram chief complaint classifier: a novel method of automatically creating c...,10.1016/j.jbi.2009.08.015,2010,pre2012,,MAPPING_INTEROP,,False,True,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Construction of a semi-automated ICD-10 coding help system to optimize medical a...,,2006,pre2012,,MAPPING_INTEROP,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Description of a Rule-based System for the i2b2 Challenge in Natural Language Pr...,10.1197/jamia.M3083,2009,pre2012,RULE_BASED,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,A systematic literature review of automated clinical coding and classification s...,10.1136/jamia.2009.001024,2010,pre2012,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Deriving comorbidities from medical records using natural language processing,10.1136/amiajnl-2013-001889,2013,2012_2016,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Natural language processing: State of the art and prospects for significant prog...,10.1016/j.jbi.2013.06.004,2013,2012_2016,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Semantic interoperation and electronic health records: Context sensitive mapping...,10.3233/978-1-61499-289-9-603,2013,2012_2016,,MAPPING_INTEROP|KNOWLEDGE_AUG,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Improving sensitivity of machine learning methods for automated case identificat...,10.1186/1472-6947-13-30,2013,2012_2016,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Relational machine learning for electronic health record-driven phenotyping,10.1016/j.jbi.2014.07.007,2014,2012_2016,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,NLP based congestive heart failure case finding: A prospective analysis on state...,10.1016/j.ijmedinf.2015.06.007,2015,2012_2016,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Natural language processing systems for capturing and standardizing unstructured...,10.1016/j.jbi.2017.07.012,2017,2017_2019,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Opportunities and challenges in developing deep learning models using electronic...,10.1093/jamia/ocy068,2018,2017_2019,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Multi-label clinical document classification: Impact of label-density,10.1016/j.eswa.2019.112835,2019,2017_2019,,EXTREME_MULTILABEL,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Interpretable deep learning to map diagnostic texts to ICD-10 codes,10.1016/j.ijmedinf.2019.05.015,2019,2017_2019,,MAPPING_INTEROP,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Cross-registry neural domain adaptation to extract mutational test results from ...,10.1016/j.jbi.2019.103267,2019,2017_2019,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,An information retrieval approach to ICD-10 classification,10.3233/SHTI190536,2019,2017_2019,,MAPPING_INTEROP,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,ML-Net: Multi-label classification of biomedical texts with deep neural networks,10.1093/jamia/ocz085,2019,2017_2019,,EXTREME_MULTILABEL,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Data driven approach for eye disease classification with machine learning,10.3390/app9142789,2019,2017_2019,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Article a comparison of deep learning methods for ICD coding of clinical records,10.3390/APP10155262,2020,2020_2022,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Machine learning for automatic encoding of French electronic medical records: Is...,10.3233/SHTI200173,2020,2020_2022,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Deep learning in clinical natural language processing: A methodical review,10.1093/jamia/ocz200,2020,2020_2022,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,ICD-10 Coding of Spanish Electronic Discharge Summaries: An Extreme Classificati...,10.1109/ACCESS.2020.2997241,2020,2020_2022,,MAPPING_INTEROP,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Automatic extraction of cancer registry reportable information from free-text pa...,10.1093/jamia/ocz153,2020,2020_2022,DEEP_CNN_RNN,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,A Hybrid BERT Model That Incorporates Label Semantics via Adjustive Attention fo...,10.1109/ACCESS.2020.3017382,2020,2020_2022,TRANSFORMER,EXTREME_MULTILABEL,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,A Fusion Model-Based Label Embedding and Self-Interaction Attention for Text Cla...,10.1109/ACCESS.2019.2954985,2020,2020_2022,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Implementation and Use of Disease Diagnosis Systems for Electronic Medical Recor...,10.1109/ACCESS.2020.3016782,2020,2020_2022,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Does the magic of BERT apply to medical code assignment? A quantitative study,10.1016/j.compbiomed.2021.104998,2021,2020_2022,TRANSFORMER,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Medical code prediction via capsule networks and ICD knowledge,10.1186/s12911-021-01426-9,2021,2020_2022,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Explainable automated coding of clinical notes using hierarchical label-wise att...,10.1016/j.jbi.2021.103728,2021,2020_2022,,HIERARCHY,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,GHS-NET a generic hybridized shallow neural network for multi-label biomedical t...,10.1016/j.jbi.2021.103699,2021,2020_2022,,EXTREME_MULTILABEL,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Natural language processing with deep learning for medical adverse event detecti...,10.1016/j.compbiomed.2020.104140,2021,2020_2022,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Network analytics and machine learning for predictive risk modelling of cardiova...,10.1016/j.eswa.2020.113918,2021,2020_2022,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,DiLBERT: Cheap Embeddings for Disease Related Medical NLP,10.1109/ACCESS.2021.3131386,2021,2020_2022,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Automated extraction of information of lung cancer staging from unstructured rep...,10.1186/s12911-022-01975-7,2022,2020_2022,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Hierarchical label-wise attention transformer model for explainable ICD coding,10.1016/j.jbi.2022.104161,2022,2020_2022,TRANSFORMER,HIERARCHY,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Implementation of specialised attention mechanisms: ICD-10 classification of Gas...,10.1016/j.jbi.2022.104050,2022,2020_2022,,MAPPING_INTEROP,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Comparison of Machine Learning Algorithms in the Prediction of Hospitalized Pati...,10.3390/s22072517,2022,2020_2022,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Automatic SNOMED CT coding of Chinese clinical terms via attention-based semanti...,10.1016/j.ijmedinf.2021.104676,2022,2020_2022,,KNOWLEDGE_AUG,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,"Sepsis prediction, early detection, and identification using clinical text for m...",10.1093/jamia/ocab236,2022,2020_2022,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Predicting 30-day risk from benzodiazepine/Z-drug dispensations in older adults ...,10.1016/j.ijmedinf.2023.105177,2023,2023_plus,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Clinical named entity recognition and relation extraction using natural language...,10.1016/j.ijmedinf.2023.105122,2023,2023_plus,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Classification of neurologic outcomes from medical notes using natural language ...,10.1016/j.eswa.2022.119171,2023,2023_plus,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,AI-based ICD coding and classification approaches using discharge summaries: A s...,10.1016/j.eswa.2022.118997,2023,2023_plus,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Natural Language Processing in Electronic Health Records in relation to healthca...,10.1016/j.compbiomed.2023.106649,2023,2023_plus,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Developing a deep learning natural language processing algorithm for automated r...,10.1016/j.jbi.2022.104265,2023,2023_plus,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Threshold-Learned CNN for Multi-Label Text Classification of Electronic Health R...,10.1109/ACCESS.2023.3309157,2023,2023_plus,DEEP_CNN_RNN,EXTREME_MULTILABEL,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Characterizing the limitations of using diagnosis codes in the context of machin...,10.1186/s12911-024-02449-8,2024,2023_plus,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Interpretable machine learning model for predicting acute kidney injury in criti...,10.1186/s12911-024-02537-9,2024,2023_plus,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Transformer models in biomedicine,10.1186/s12911-024-02600-5,2024,2023_plus,TRANSFORMER,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,What Kind of Transformer Models to Use for the ICD-10 Codes Classification Task,10.3233/SHTI240580,2024,2023_plus,TRANSFORMER,MAPPING_INTEROP,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Czech medical coding assistant based on transformer networks,10.1016/j.compbiomed.2024.108672,2024,2023_plus,TRANSFORMER,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Assessing the impact of transitioning to 11th revision of the International Clas...,10.1093/jamia/ocae046,2024,2023_plus,,MAPPING_INTEROP,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,MCICT: Graph convolutional network-based end-to-end model for multi-label classi...,10.1016/j.bspc.2023.105873,2024,2023_plus,DEEP_CNN_RNN,RARE_LABELS|EXTREME_MULTILABEL,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Creating a computer assisted ICD coding system: Performance metric choice and us...,10.1016/j.jbi.2024.104617,2024,2023_plus,,HIERARCHY,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,A semi-automated coding scheme for occupational injury data: An approach using B...,10.1016/j.eswa.2023.121610,2024,2023_plus,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Using an artificial intelligence tool incorporating natural language processing ...,10.1016/j.compbiomed.2023.107757,2024,2023_plus,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Smart Summary: A Distributed Medical Recommender System for Patients in the ICU ...,10.1109/ACCESS.2024.3414184,2024,2023_plus,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Leveraging BERT for embedding ICD codes from large scale cardiovascular EMR data...,10.1186/s12911-025-03145-x,2025,2023_plus,TRANSFORMER,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Extending CARDIO:DE: Additional annotation guidelines and evaluation of NLP appr...,10.1016/j.ijmedinf.2025.106009,2025,2023_plus,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,From Knowledge Extraction to Assertive Response: An LLM Chatbot for Information ...,10.3390/app152111732,2025,2023_plus,LLM_RAG_XAI,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Modeling clinical thinking based on knowledge hypergraph attention network and p...,10.1016/j.eswa.2025.128033,2025,2023_plus,LLM_RAG_XAI,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Reconstructing 12-lead ECG from reduced lead sets using an encoder–decoder convo...,10.1016/j.bspc.2024.107486,2025,2023_plus,DEEP_CNN_RNN,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Quantitatively assessing the impact of the quality of SNOMED CT subtype hierarch...,10.1093/jamia/ocae272,2025,2023_plus,,HIERARCHY|KNOWLEDGE_AUG,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Natural Language Processing and Machine Learning for Analysis of Radiology Repor...,10.1109/ACCESS.2025.3582728,2025,2023_plus,,,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Theoretically Grounded Adaptive Sampling for Imbalanced Multi-Label Classificati...,10.1109/ACCESS.2025.3642470,2025,2023_plus,,RARE_LABELS|EXTREME_MULTILABEL,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Source Code Error Understanding Using BERT for Multi-Label Classification,10.1109/ACCESS.2024.3525061,2025,2023_plus,TRANSFORMER,EXTREME_MULTILABEL,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Enhancing ICD Code assignment with hierarchical multi-agent collaboration and re...,10.1016/j.bspc.2025.109094,2026,2023_plus,LLM_RAG_XAI,HIERARCHY,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Mamba-enhanced disease semantic knowledge graph for interpretable automatic ICD ...,10.1016/j.jbi.2025.104973,2026,2023_plus,,KNOWLEDGE_AUG,,False,False,False
automated_ICD_coding_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Agentic AI in Healthcare & Medicine: A Seven-Dimensional Taxonomy for Empirical ...,10.1109/ACCESS.2026.3651218,2026,2023_plus,LLM_RAG_XAI,HIERARCHY,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Learning from undercoded clinical records for automated International Classifica...,10.1093/jamia/ocac230,2023,2023_plus,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Manual Evaluation of the Automatic Mapping of International Classification of Di...,10.3233/SHTI200429,2020,2020_2022,,MAPPING_INTEROP,,True,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Construction of a semi-automatic ICD-10 coding system.,10.1186/s12911-020-1085-4,2020,2020_2022,,MAPPING_INTEROP,,True,True,True
